title,details,link
White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome,Other names: Curatolo Cilio Pessagno syndrome;  Curatolo-Cilio-Pessagno syndrome;  Familial white matter hypoplasia;  agenesis of the corpus callosum;  intellectual disability and growth deficiency,diseases/5560/white-matter-hypoplasia-corpus-callosum-agenesis-intellectual-disability-syndrome
White platelet syndrome,Other names: Platelet granule deficiency disorder,diseases/9282/white-platelet-syndrome
White sponge nevus of cannon,Other names: Leukokeratosis;  hereditary mucosal;  WSN,diseases/8501/white-sponge-nevus-of-cannon
Whooping cough,Other names: Bordetella pertussis infection;  Pertussis,diseases/8692/whooping-cough
Wiedemann Oldigs Oppermann syndrome,Other names: Hirsutism skeletal dysplasia mental retardation syndrome;  Hirsutism-skeletal dysplasia-mental retardation syndrome;  OBSOLETE: Hirsutism-skeletal dysplasia-mental retardation syndrome;  Wiedemann-Oldigs-Oppermann syndrome,diseases/5566/wiedemann-oldigs-oppermann-syndrome
Wiedemann-Steiner syndrome,Other names: A syndrome of abnormal facies;  short stature;  and psychomotor retardation;  Hairy elbows;  short stature;  facial dysmorphism;  and developmental delay;  Hypertrichosis-short stature-facial dysmorphism-developmental delay syndrome;  WDSTS;  Wiedemann Grosse Dibbern syndrome,diseases/5565/wiedemann-steiner-syndrome
Wildervanck syndrome,Other names: Cervico-oculo-acoustic dysplasia;  Cervico-oculo-acoustic syndrome;  Cervicooculoacoustic syndrome;  COA Syndrome,diseases/5569/wildervanck-syndrome
Williams syndrome,Other names: Deletion 7q11.23;  Monosomy 7q11.23;  WBS;  Williams-Beuren syndrome;  WMS,diseases/7891/williams-syndrome
Wilms tumor and radial bilateral aplasia,Other names: Bilateral radial aplasia with Wilms tumor;  Wilms tumor 5;  WT5,diseases/5578/wilms-tumor-and-radial-bilateral-aplasia
Wilms' tumor,Other names: Bilateral Wilms tumor;  Nephroblastoma;  WT1,diseases/7892/wilms-tumor
Wilson disease,Other names: Hepatolenticular degeneration;  WD;  WND,diseases/7893/wilson-disease
Wilson-Turner syndrome,Other names: Mental retardation;  X-linked;  syndromic 6 (formerly);  Mental retardation;  X-linked;  with gynecomastia and obesity (formerly);  MRXS6;  Wilson Turner mental retardation syndrome (formerly);  WTS;  X-linked mental retardation - gynecomastia - obesity;  X-linked mental retardation-gynecomastia-obesity syndrome,diseases/5579/wilson-turner-syndrome
Winchester syndrome,Other names: Winchester disease;  Winchester-Grossman Syndrome,diseases/7894/winchester-syndrome
Windblown hand,Other names: Congenital contractures of the digits;  Congenital ulnar drift;  Windswept hand,diseases/10276/windblown-hand
Winter Harding Hyde syndrome,Other names: Pachygyria joint contractures facial abnormalities;  WHH syndrome,diseases/5583/winter-harding-hyde-syndrome
Wisconsin syndrome,Other names: Anotia/microtia;  upslanted fissures;  sutural synostosis; multiple;  interstitial deletion 3q23-25,diseases/5585/wisconsin-syndrome
Wiskott Aldrich syndrome,Other names: Aldrich syndrome;  Eczema thrombocytopenia immunodeficiency syndrome;  IMD 2;  Immunodeficiency 2;  WAS,diseases/7895/wiskott-aldrich-syndrome
Witkop syndrome,Other names: Dysplasia of nails with hypodontia;  Hypodontia - dysplasia of nails;  TNS;  Tooth and nail syndrome,diseases/5587/witkop-syndrome
Wolf-Hirschhorn syndrome,Other names: 4p syndrome;  4p- syndrome;  Chromosome 4p syndrome;  Distal deletion 4p;  Distal monosomy 4p;  Microcephaly;  IUGR;  Hypertelorism;  Ptosis;  iris coloboma;  hooked nose;  external ear dysplasia;  psychomotor retardation;  Pitt-Rogers-Danks syndrome;  Telomeric deletion 4p;  WHS;  Wittwer syndrome;  Wolf syndrome,diseases/7896/wolf-hirschhorn-syndrome
Wolff-Parkinson-White syndrome,Other names: Anomalous ventricular excitation syndrome;  Auriculoventricular accessory pathway syndrome;  False bundle branch block syndrome;  Preexcitation syndrome;  Ventricular familial preexcitation syndrome;  WPW syndrome,diseases/7897/wolff-parkinson-white-syndrome
Wolfram syndrome,Other names: Diabetes insipidus and mellitus with optic atrophy and deafness;  DIDMOAD;  DIDMOAD syndrome;  WFS,diseases/7898/wolfram-syndrome
Wolman disease,Other names: Familial Xanthomatosis;  Liposomal Acid Lipase Deficiency;  Wolman Type,diseases/7899/wolman-disease
Woodhouse Sakati syndrome,Other names: Diabetes-hypogonadism-deafness-mental retardation syndrome;  Hypogonadism;  diabetes mellitus;  alopecia;  mental retardation;  and electrocardiographic abnormalities;  Woodhouse-Sakati syndrome,diseases/5592/woodhouse-sakati-syndrome
Woods Black Norbury syndrome,Other names: Neonatal death immune deficiency;  X-linked immunoneurological disorder,diseases/274/woods-black-norbury-syndrome
Woolly hair hypotrichosis everted lower lip and outstanding ears,Other names: Salamon syndrome,diseases/5594/woolly-hair-hypotrichosis-everted-lower-lip-and-outstanding-ears
Woolly hair syndrome,Other names: Familial woolly hair (autosomal recessive);  Hereditary woolly hair (autosomal dominant);  Woolly hair,diseases/5597/woolly-hair-syndrome
Worster Drought syndrome,Other names: Congenital suprabulbar paresis;  Suprabulbar paresis congenital,diseases/5598/worster-drought-syndrome
Worth type autosomal dominant osteosclerosis,Other names: Autosomal dominant osteosclerosis;  Worth type;  Endosteal hyperostosis;  autosomal dominant;  Endosteal hyperostosis;  Worth type;  Hyperostosis corticalis generalisata;  benign form of Worth with torus palatinus;  Osteosclerosis;  autosomal dominant;  Osteosclerosis;  autosomal dominant;  Worth type;  Worth syndrome,diseases/390/worth-type-autosomal-dominant-osteosclerosis
Wrinkly skin syndrome,,diseases/273/wrinkly-skin-syndrome
WT limb blood syndrome,Other names: Radial-ulnar hypoplasia with bone marrow failure and/or leukemia;  WT syndrome,diseases/39/wt-limb-blood-syndrome
Wyburn-Mason syndrome,Other names: Arteriovenous aneurysm of mid-brain and retina;  facial nevi and mental changes;  Bonnet-Decaume-Blanc syndrome;  CAMS2;  Cerebrofacial arteriovenous metameric syndrome type 2;  Wyburn Mason syndrome,diseases/7900/wyburn-mason-syndrome
X-linked adrenal hypoplasia congenita,Other names: Adrenal hypoplasia congenita;  Congenital adrenal hypoplasia;  X-linked AHC;  X-linked congenital adrenal hypoplasia,diseases/555/x-linked-adrenal-hypoplasia-congenita
X-linked adrenoleukodystrophy,Other names: Adrenoleukodystrophy;  ALD;  X-ALD,diseases/5758/x-linked-adrenoleukodystrophy
X-linked agammaglobulinemia,Other names: Agammaglobulinemia;  Bruton tyrosine kinase;  Agammaglobulinemia;  BTK;  Bruton type agammaglobulinemia;  Bruton's agammaglobulinemia;  BTK-deficiency;  XLA,diseases/1033/x-linked-agammaglobulinemia
X-linked cardiac valvular dysplasia,Other names: CVD1;  Myxomatous valvular dystrophy;  X-linked;  Valvular heart disease;  congenital;  XMVD,diseases/1096/x-linked-cardiac-valvular-dysplasia
X-linked cerebral adrenoleukodystrophy,Other names: Adrenoleukodystrophy childhood cerebral form;  Adrenoleukodystrophy X-linked cerebral form;  ALD childhood cerebral form;  Childhood cerebral ALD;  X-linked cerebral adrenoleukodystrophy,diseases/9412/x-linked-cerebral-adrenoleukodystrophy
X-linked Charcot-Marie-Tooth disease,Other names: CMTX;  X-linked hereditary motor and sensory neuropathy,diseases/12444/x-linked-charcot-marie-tooth-disease
X-linked cleft palate and ankyloglossia,Other names: CPX;  X-linked cleft palate,diseases/1394/x-linked-cleft-palate-and-ankyloglossia
X-linked congenital generalized hypertrichosis,Other names: CGH;  Chromosome  Xq27.1 interchromosomal insertion syndrome;  Congenital generalized hypertrichosis;  Macias-Flores type;  HCG;  HTC2;  Hypertrichosis congenital generalized X-linked;  Macias Flores-Garcia Cruz-Rivera syndrome;  Macias-Flores Garcia-Cruz Rivera syndrome,diseases/2863/x-linked-congenital-generalized-hypertrichosis
X-linked congenital stationary night blindness,Other names: Congenital stationary night blindness with myopia;  Hemeralopia-myopia;  Myopia-night blindness;  X-linked CSNB,diseases/3995/x-linked-congenital-stationary-night-blindness
X-linked creatine deficiency,Other names: Creatine deficiency;  X-linked;  Mental retardation ;  X-linked with seizures;  short stature and midface hypoplasia;  Mental retardation ;  X-linked;  with creatine transport deficiency;  X-linked creatine deficiency syndrome;  X-linked creatine transporter deficiency,diseases/1608/x-linked-creatine-deficiency
X-linked dominant chondrodysplasia punctata 2,Other names: CDPX2;  CDPXD;  Chondrodysplasia punctata;  x-linked dominant;  Conrad Hunermann Happle syndrome;  Conradi Hunermann syndrome;  CPXD;  Happle syndrome,diseases/6189/x-linked-dominant-chondrodysplasia-punctata-2
X-linked dominant scapuloperoneal myopathy,Other names: Scapuloperoneal myopathy;  FHL1-related;  Scapuloperoneal myopathy;  X-linked dominant;  SPM,diseases/7608/x-linked-dominant-scapuloperoneal-myopathy
X-linked dystonia-parkinsonism/Lubag,Other names: Dystonia 3;  torsion;  X-linked;  Dystonia-Parkinsonism;  X-linked;  DYT-TAF1;  DYT3;  Lubag;  Torsion dystonia-Parkinsonism;  Filipino type;  X-Linked Dystonia-Parkinsonism syndrome;  X-Linked Torsion Dystonia-Parkinsonism syndrome;  XDP,diseases/10533/x-linked-dystonia-parkinsonismlubag
X-linked female restricted facial dysmorphism-short stature-choanal atresia-intellectual disability,Other names: Female-restricted X-linked syndromic intellectual disability-99;  X-linked facial dysmorphism-short stature-choanal atresia-intellectual disability syndrome limited to females,diseases/13638/x-linked-female-restricted-facial-dysmorphism-short-stature-choanal-atresia-intellectual-disability
X-linked hypohidrotic ectodermal dysplasia,Other names: Anhidrotic ectodermal dysplasia X-linked;  Christ-Siemens-Touraine syndrome;  Ectodermal dysplasia 1;  Hypohidrotic ectodermal dysplasia X-linked;  XHED,diseases/10427/x-linked-hypohidrotic-ectodermal-dysplasia
X-linked hypophosphatemia,Other names: HPDR;  Hypophophatemia;  X-linked;  Hypophophatemic vitamin D-resistant rickets;  Hypophosphatemic rickets;  X-linked dominant;  Vitamin D-Resistant Rickets;  X-linked;  X-linked hypophosphatemic rickets;  XLH,diseases/12943/x-linked-hypophosphatemia
X-linked ichthyosis,Other names: Placental steroid sulfatase deficiency;  SSD;  SSDD;  Steroid sulfatase deficiency;  Steroid sulfatase deficiency disease;  X linked ichthyosis,diseases/7904/x-linked-ichthyosis
"X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia",Other names: CID due to MAGT1 deficiency;  Combined immunodeficiency due to MAGT1 deficiency;  Immunodeficiency;  X-linked;  with magnesium defect;  epstein-barr virus infection;  and neoplasia;  X-linked magnesium deficiency with Epstein-Barr virus infection and neoplasia;  XMEN,diseases/10907/x-linked-immunodeficiency-with-magnesium-defect-epstein-barr-virus-infection-and-neoplasia
X-linked intellectual disability - corpus callosum agenesis - spastic quadriparesis,Other names: X-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome,diseases/12489/x-linked-intellectual-disability-corpus-callosum-agenesis-spastic-quadriparesis
X-linked intellectual disability - short stature – obesity,Other names: Sex-linked mental retardation;  short stature;  obesity and hypogonadism,diseases/345/x-linked-intellectual-disability-short-stature-obesity
X-linked intellectual disability with or without nystagmus,Other names: FG syndrome 4;  FGS4,diseases/9925/x-linked-intellectual-disability-with-or-without-nystagmus
"X-linked intellectual disability, Abidi type",Other names: Intellectual disability X-linked Abidi type;  MRXSAB;  Short stature;  small head circumference;  sloping forehead;  hearing loss;  cupped ears and small testes,diseases/9157/x-linked-intellectual-disability-abidi-type
"X-linked intellectual disability, Najm type",Other names: Intellectual disability and microcephaly with pontine and cerebellar hypoplasia ;  MICPCH;  MICPCH SYNDROME;  microcephaly with pontine and cerebellar hypoplasia ;  X-linked intellectual disability - microcephaly - pontocerebellar hypoplasia;  X-linked intellectual disability-microcephaly-pontocerebellar hypoplasia syndrome,diseases/12669/x-linked-intellectual-disability-najm-type
"X-linked intellectual disability, Schimke type",Other names: Childhood-onset choreoathetosis with spasticity;  postnatal microcephaly;  growth and mental retardation;  ophthalmoplegia;  and deafness;  Choreoathetosis with mental retardation X- linked;  Progressive basal ganglion dysfunction;  mental and growth retardation;  external ophthalmoplegia;  postnatal microcephaly and deafness,diseases/9288/x-linked-intellectual-disability-schimke-type
"X-linked intellectual disability, Shashi type",Other names: Intellectual disability X-linked Shashi type; Intellectual disability X-linked syndromic 11; Shashi X-linked intellectual disability syndrome,diseases/4119/x-linked-intellectual-disability-shashi-type
"X-linked intellectual disability, Siderius type",Other names: Mental retardation X-linked Siderius type;  Siderius Hamel syndrome;  X-linked mental retardation Hamel type,diseases/9704/x-linked-intellectual-disability-siderius-type
"X-linked intellectual disability, Turner type",,diseases/5604/x-linked-intellectual-disability-turner-type
X-linked intellectual disability-dysmorphism-cerebral atrophy syndrome,Other names: Mental retardation;  X-linked;  syndromic 2;  Prieto syndrome;  Prieto-Badia-Mulas syndrome;  PRS,diseases/4482/x-linked-intellectual-disability-dysmorphism-cerebral-atrophy-syndrome
X-linked intellectual disability-plagiocephaly syndrome,Other names: Hyde Forster Mccarthy Berry syndrome;  Mental retardation;  X-linked;  Hyde-Forster type;  Mental retardation;  X-linked;  with craniofacial dysmorphism,diseases/2765/x-linked-intellectual-disability-plagiocephaly-syndrome
X-linked lissencephaly with abnormal genitalia,Other names: Hydranencephaly with abnormal genitalia;  Lissencephaly;  X-linked 2 ;  LISSENCEPHALY;  X-LINKED;  WITH AMBIGUOUS GENITALIA;  X-linked lissencephaly - agenesis of the corpus callosum - genital anomalies;  X-linked lissencephaly with ambiguous genitalia;  X-linked lissencephaly-agenesis of the corpus callosum-genital anomalies syndrome;  X-linked lissencephaly-corpus callosum agenesis-genital anomalies syndrome;  XLAG (X-linked lissencephaly with abnormal genitalia) syndrome;  XLAG syndrome;  XLISG,diseases/12491/x-linked-lissencephaly-with-abnormal-genitalia
X-linked lymphoproliferative syndrome,Other names: Duncan disease;  EBV infection;  severe;  susceptibility to;  EBVS;  Epstein Barr virus infection;  familial fatal;  Lymphoproliferative disease;  X-linked;  Purtilo syndrome;  X-linked lymphoproliferative disease;  X-linked progressive combined variable immunodeficiency 5;  XLP;  XLPD,diseases/10915/x-linked-lymphoproliferative-syndrome
X-linked lymphoproliferative syndrome 2,Other names: Lymphoproliferative syndrome;  X-linked;  2;  XIAP deficiency;  XIAP-related lymphoproliferative disease;  X-linked;  XLP2,diseases/10916/x-linked-lymphoproliferative-syndrome-2
X-linked myopathy with excessive autophagy,Other names: Myopathy;  X-linked;  with excessive autophagy;  XMEA,diseases/3892/x-linked-myopathy-with-excessive-autophagy
X-linked myotubular myopathy,Other names: X-linked centronuclear myopathy;  XLCNM;  XLMTM,diseases/11925/x-linked-myotubular-myopathy
X-linked non-specific intellectual disability,Other names: X-linked non-syndromic intellectual disability,diseases/3542/x-linked-non-specific-intellectual-disability
X-linked periventricular heterotopia,Other names: Bilateral periventricular nodular heterotopia;  BPNH;  Heterotopia familial nodular;  Heterotopia periventricular X-linked dominant;  NHBP;  Nodular heterotopia bilateral periventricular;  Periventricular nodular heterotopia 1;  PVNH1,diseases/7371/x-linked-periventricular-heterotopia
X-linked severe combined immunodeficiency,Other names: SCID;  X-linked;  SCIDX;  SCIDX1;  Severe combined immunodeficiency T- B+ due to gamma chain deficiency;  Severe combined immunodeficiency T- B+;  X-linked;  Severe combined immunodeficiency;  X-linked;  Severe combined immunodeficiency;  X-linked;  T cell-negative;  B cell-positive;  NK cell-negative;  X-linked SCID;  X-SCID;  XSCID,diseases/5618/x-linked-severe-combined-immunodeficiency
